,ud_word,ud_word_level,ud_word_pos
13695,curly,B1,adjective
13696,comic,B1,adjective
13697,comedian,B2,noun
13698,deaf,B1,adjective
13699,dizzy,B2,adjective
13700,dumb,C1,adjective
13701,eyelash,B2,noun
13702,cream,A2,adjective
13703,double,A2,adjective
13704,excellent,A2,adjective
13705,extra,A2,adjective
13706,exact,B1,adjective
13707,extraordinary,B1,adjective
13708,dense,B2,adjective
13709,entire,B2,adjective
13710,faint,B2,adjective
13711,fake,C1,adjective
13712,dated,C2,adjective
13713,defective,C2,adjective
13714,elaborate,C2,adjective
13715,deep,B1,adverb
13716,down,B1,adverb
13717,extra,B1,adverb
13718,elementary,B1,adjective
13719,dairy,B2,adjective
13720,crisp,A2,noun
13721,downstairs,B1,adjective
13722,downstairs,A2,adverb
13723,complex,C1,noun
13724,extravagant,C2,adjective
13725,dry,A2,adjective
13726,damp,B2,adjective
13727,crisp,C2,adjective
13728,ecology,C1,noun
13729,fat,A1,adjective
13730,elderly,B1,adjective
13731,elegant,B2,adjective
13732,cruel,B1,adjective
13733,content,B2,adjective
13734,crazy,B2,adjective
13735,dear,B2,adjective
13736,decent,B2,adjective
13737,desperate,B2,adjective
13738,eager,B2,adjective
13739,evil,B2,adjective
13740,expert,B2,adjective
13741,corrupt,C1,adjective
13742,devastated,C1,adjective
13743,FALSE,C1,adjective
13744,cool,C2,adjective
13745,defensive,C2,adjective
13746,eccentric,C2,adjective
13747,eminent,C2,adjective
13748,contempt,C2,noun
13749,diplomatic,C1,adjective
13750,council,B2,noun
13751,defeat,B2,noun
13752,couple,B1,noun
13753,family,B1,noun
13754,down,C1,adjective
13755,executive,C1,adjective
13756,Dr,A2,noun
13757,committee,B2,noun
13758,drunk,B2,adjective
13759,disposable,C2,adjective
13760,disloyal,C2,adjective
13761,disorganized,B2,adjective
13762,disadvantaged,C1,adjective
13763,disgusted,C1,adjective
13764,disillusioned,C2,adjective
13765,disruptive,C2,adjective
13766,dismiss,C1,verb
13767,fashionable,B1,adjective
13768,considerable,B2,adjective
13769,cultural,B1,adjective
13770,controversial,B2,adjective
13771,conventional,B2,adjective
13772,critical,B2,adjective
13773,crucial,B2,adjective
13774,external,B2,adjective
13775,fatal,B2,adjective
13776,confidential,C1,adjective
13777,electrical,C1,adjective
13778,commercial,C2,adjective
13779,continental,C2,adjective
13780,essential,C2,adjective
13781,ethical,C2,adjective
13782,exceptional,C2,adjective
13783,experimental,C2,adjective
13784,dominant,C1,adjective
13785,crowded,A2,adjective
13786,complicated,B1,adjective
13787,depressed,B1,adjective
13788,dressed,B1,adjective
13789,confused,B2,adjective
13790,detailed,B2,adjective
13791,divided,B2,adjective
13792,educated,B2,adjective
13793,endangered,B2,adjective
13794,estimated,B2,adjective
13795,concerned,C2,adjective
13796,disturbed,C2,adjective
13797,engrossed,C2,adjective
13798,convenient,B1,adjective
13799,efficient,B1,adjective
13800,confident,B2,adjective
13801,dependent,B2,adjective
13802,consistent,C2,adjective
13803,doubtful,B2,adjective
13804,eventful,C2,adjective
13805,faithful,C2,adjective
13806,edible,C1,adjective
13807,eligible,C1,adjective
13808,compatible,C2,adjective
13809,dramatic,B2,adjective
13810,exotic,B2,adjective
13811,ethnic,C1,adjective
13812,dynamic,C2,adjective
13813,electric,C2,adjective
13814,demanding,B2,adjective
13815,entertaining,B2,adjective
13816,existing,B2,adjective
13817,convincing,C1,adjective
13818,comforting,C2,adjective
13819,corresponding,C2,adjective
13820,cunning,C2,adjective
13821,disturbing,C2,adjective
13822,condition,B1,noun
13823,distribution,C1,noun
13824,fascination,C1,noun
13825,condition,C2,verb
13826,diversity,C1,noun
13827,expensive,A1,adjective
13828,communicative,B2,adjective
13829,effective,B2,adjective
13830,comparative,C1,adjective
13831,comprehensive,C1,adjective
13832,conservative,C1,adjective
13833,constructive,C1,adjective
13834,decisive,C1,adjective
13835,distinctive,C1,adjective
13836,excessive,C1,adjective
13837,exclusive,C1,adjective
13838,exhaustive,C1,adjective
13839,compulsive,C2,adjective
13840,conclusive,C2,adjective
13841,consecutive,C2,adjective
13842,elusive,C2,adjective
13843,explosive,C2,adjective
13844,endless,B2,adjective
13845,countless,C1,adjective
13846,daily,A2,adjective
13847,daily,A2,adverb
13848,correctly,B1,adverb
13849,definitely,B1,adverb
13850,differently,B1,adverb
13851,comfortably,B2,adverb
13852,considerably,B2,adverb
13853,constantly,B2,adverb
13854,continuously,B2,adverb
13855,conveniently,B2,adverb
13856,critically,B2,adverb
13857,culturally,B2,adverb
13858,curiously,B2,adverb
13859,currently,B2,adverb
13860,deliberately,B2,adverb
13861,directly,B2,adverb
13862,dramatically,B2,adverb
13863,efficiently,B2,adverb
13864,especially,B2,adverb
13865,essentially,B2,adverb
13866,eventually,B2,adverb
13867,fairly,B2,adverb
13868,commonly,C1,adverb
13869,comprehensively,C1,adverb
13870,continually,C1,adverb
13871,easily,C1,adverb
13872,equally,C1,adverb
13873,exclusively,C1,adverb
13874,conclusively,C2,adverb
13875,consistently,C2,adverb
13876,diplomatically,C2,adverb
13877,effectively,C2,adverb
13878,department,A2,noun
13879,delicious,B1,adjective
13880,continuous,B2,adjective
13881,dusty,B1,adjective
13882,contradictory,C2,adjective
13883,difficult,A1,adjective
13884,easy,A1,adjective
13885,fast,A1,adjective
13886,east,A2,adjective
13887,complete,B1,adjective
13888,correct,B1,adjective
13889,cosy,B1,adjective
13890,dull,B1,adjective
13891,duty-free,B1,adjective
13892,early,B1,adjective
13893,face-to-face,B1,adjective
13894,familiar,B1,adjective
13895,complex,B2,adjective
13896,compulsory,B2,adjective
13897,contemporary,B2,adjective
13898,current,B2,adjective
13899,deadly,B2,adjective
13900,definite,B2,adjective
13901,deliberate,B2,adjective
13902,diverse,B2,adjective
13903,eastern,B2,adjective
13904,equal,B2,adjective
13905,expected,B2,adjective
13906,extreme,B2,adjective
13907,far,B2,adjective
13908,common,C1,adjective
13909,considerate,C1,adjective
13910,continual,C1,adjective
13911,corporate,C1,adjective
13912,cosmopolitan,C1,adjective
13913,customary,C1,adjective
13914,cutting-edge,C1,adjective
13915,dark,C1,adjective
13916,day-to-day,C1,adjective
13917,deprived,C1,adjective
13918,deserted,C1,adjective
13919,direct,C1,adjective
13920,distressed,C1,adjective
13921,down-to-earth,C1,adjective
13922,downward,C1,adjective
13923,drastic,C1,adjective
13924,dual,C1,adjective
13925,empty,C1,adjective
13926,equivalent,C1,adjective
13927,excess,C1,adjective
13928,extinct,C1,adjective
13929,fair,C1,adjective
13930,complimentary,C2,adjective
13931,concrete,C2,adjective
13932,constant,C2,adjective
13933,contrary,C2,adjective
13934,crude,C2,adjective
13935,dazed,C2,adjective
13936,dazzling,C2,adjective
13937,dead,C2,adjective
13938,deceptive,C2,adjective
13939,dedicated,C2,adjective
13940,deep,C2,adjective
13941,definitive,C2,adjective
13942,delicate,C2,adjective
13943,detrimental,C2,adjective
13944,devastating,C2,adjective
13945,dim,C2,adjective
13946,discreet,C2,adjective
13947,distant,C2,adjective
13948,distinct,C2,adjective
13949,dubious,C2,adjective
13950,due,C2,adjective
13951,eventual,C2,adjective
13952,explicit,C2,adjective
13953,exquisite,C2,adjective
13954,early,A2,adverb
13955,east,A2,adverb
13956,else,A2,adverb
13957,enough,A2,adverb
13958,ever,A2,adverb
13959,everywhere,A2,adverb
13960,far,A2,adverb
13961,either,B1,adverb
13962,even,B1,adverb
13963,elsewhere,B2,adverb
13964,downwards,C1,adverb
13965,drastically,C1,adverb
13966,exceptionally,C1,adverb
13967,decisively,C2,adverb
13968,downhill,C2,adverb
13969,fast,C2,adverb
13970,crowd,A2,noun
13971,crew,B1,noun
13972,cost,B2,noun
13973,end,B2,noun
13974,enemy,B2,noun
13975,escape,B2,noun
13976,elite,C1,noun
13977,excess,C1,noun
13978,exhaust,C1,noun
13979,fall,C1,noun
13980,consensus,C2,noun
13981,crystal,C2,noun
13982,essence,C2,noun
13983,exile,C2,noun
13984,do,A2,verb
13985,compose,B2,verb
13986,correct,B2,verb
13987,educate,B2,verb
13988,elect,B2,verb
13989,consider,C1,verb
13990,crowd,C1,verb
13991,dictate,C1,verb
13992,dissolve,C1,verb
13993,divide,C1,verb
13994,entitle,C1,verb
13995,evolve,C1,verb
13996,concede,C2,verb
13997,drown,C2,verb
13998,embrace,C2,verb
13999,establish,C2,verb
14000,exhibit,C2,verb
14001,goalkeeper,B1,noun
14002,grant,B2,verb
14003,guy,A2,noun
14004,granddad,A2,noun
14005,grandma,A2,noun
14006,grandpa,A2,noun
14007,granny,A2,noun
14008,insert,C1,verb
14009,inhabit,C2,verb
14010,garment,C1,noun
14011,infant,C2,noun
14012,infer,C2,verb
14013,guts,C2,noun
14014,intolerance,C2,noun
14015,impatience,C2,noun
14016,interaction,C1,noun
14017,import,C2,noun
14018,insomnia,C2,noun
14019,introvert,C2,noun
14020,intervene,C2,verb
14021,guidance,B2,noun
14022,insurance,B2,noun
14023,ignorance,C2,noun
14024,intelligence,B2,noun
14025,influence,B2,noun
14026,independence,B2,noun
14027,freezer,B1,noun
14028,heater,B1,noun
14029,helper,B2,noun
14030,footballer,A2,noun
14031,firefighter,B1,noun
14032,greeting,B1,noun
14033,handwriting,B1,noun
14034,heating,A2,noun
14035,funding,C1,noun
14036,ironing,B1,noun
14037,fighting,B2,noun
14038,feeling,B1,noun
14039,fishing,A2,noun
14040,infection,B2,noun
14041,information,A2,noun
14042,inflation,B2,noun
14043,identification,B2,noun
14044,frustration,B2,noun
14045,irritation,C2,noun
14046,immigration,B2,noun
14047,generosity,B2,noun
14048,hostility,C2,noun
14049,humility,C2,noun
14050,integrity,C2,noun
14051,hospitality,C1,noun
14052,imprisonment,C2,noun
14053,fitness,B1,noun
14054,illness,B2,noun
14055,happiness,B1,noun
14056,greatness,B2,noun
14057,investor,B2,noun
14058,instructor,B1,noun
14059,friendship,B1,noun
14060,horse,A1,noun
14061,insect,A2,noun
14062,fly,B1,noun
14063,frog,B1,noun
14064,giraffe,B1,noun
14065,goat,B1,noun
14066,feather,B2,noun
14067,fox,B2,noun
14068,fur,B1,noun
14069,guitar,A1,noun
14070,flute,B1,noun
14071,gallery,B1,noun
14072,headline,B1,noun
14073,index,C1,noun
14074,hip-hop,A2,noun
14075,folk,B1,noun
14076,graphics,B1,noun
14077,hand,A1,noun
14078,finger,A2,noun
14079,headache,A2,noun
14080,forehead,B1,noun
14081,human,B1,noun
14082,fingernail,B2,noun
14083,gum,B2,noun
14084,hip,B2,noun
14085,gene,C1,noun
14086,fist,C2,noun
14087,flashback,C2,noun
14088,health,A2,noun
14089,flu,B1,noun
14090,injury,B2,noun
14091,heal,B2,verb
14092,hat,A1,noun
14093,glove,A2,noun
14094,handbag,A2,noun
14095,heel,B1,noun
14096,helmet,B2,noun
14097,hood,B2,noun
14098,glasses,A1,noun
14099,guess,B1,noun
14100,interview,B1,noun
14101,issue,B1,noun
14102,graph,B2,noun
14103,handout,B2,noun
14104,hint,B2,noun
14105,hyphen,B2,noun
14106,idiom,B2,noun
14107,insult,B2,noun
14108,groan,C2,noun
14109,inquiry,C2,noun
14110,grammar,A2,noun
14111,feedback,B2,noun
14112,fluency,B2,noun
14113,gossip,B2,noun
14114,ID,A2,noun
14115,ink,B1,noun
14116,gossip,B2,verb
14117,insist,B2,verb
14118,groan,C2,verb
14119,guarantee,B2,verb
14120,highlight,B2,verb
14121,insult,B2,verb
14122,guess,A2,verb
14123,forgive,B1,verb
14124,inquire,B2,verb
14125,interpret,B2,verb
14126,gram,A2,noun
14127,foot,B1,noun
14128,inch,B1,noun
14129,green,A2,noun
14130,grey,A2,noun
14131,increase,B2,noun
14132,increase,B1,verb
14133,grade,B1,noun
14134,graduate,B2,noun
14135,homework,A1,noun
14136,graduate,B2,verb
14137,instruct,C2,verb
14138,glass,A1,noun
14139,fork,A2,noun
14140,fridge,A2,noun
14141,grape,A2,noun
14142,feast,C1,noun
14143,fish,A1,noun
14144,garlic,A2,noun
14145,ham,A2,noun
14146,honey,A2,noun
14147,flour,B1,noun
14148,fibre,C1,noun
14149,food,A1,noun
14150,fruit,A1,noun
14151,grill,B1,verb
14152,fry,B1,verb
14153,flat,A1,noun
14154,garden,A1,noun
14155,house,A1,noun
14156,hall,A2,noun
14157,gym,B1,noun
14158,hut,B1,noun
14159,fence,B2,noun
14160,frame,B2,noun
14161,hook,B2,noun
14162,furniture,A2,noun
14163,flesh,C2,noun
14164,fee,B1,noun
14165,grant,B1,noun
14166,fund,C1,noun
14167,finance,B2,noun
14168,fund,C1,verb
14169,flower,A1,noun
14170,hill,A2,noun
14171,island,A2,noun
14172,forecast,B1,noun
14173,hedge,B2,noun
14174,habitat,C1,noun
14175,iceberg,C1,noun
14176,grass,A1,noun
14177,geography,A2,noun
14178,gold,A2,noun
14179,ice,A2,noun
14180,heat,B1,noun
14181,iron,B1,noun
14182,hail,C2,noun
14183,fog,A2,noun
14184,forest,A2,noun
14185,frost,B2,noun
14186,harvest,B2,noun
14187,hug,B1,noun
14188,fight,B2,noun
14189,glance,B2,noun
14190,housework,B1,noun
14191,grip,B2,noun
14192,hold,B2,noun
14193,gaze,C2,noun
14194,fish,B1,verb
14195,freeze,B2,verb
14196,hesitate,B2,verb
14197,giggle,C2,verb
14198,glare,C2,verb
14199,grin,C2,verb
14200,fetch,B1,verb
14201,hand,B1,verb
14202,hug,B1,verb
14203,invent,B1,verb
14204,fix,B2,verb
14205,forbid,B2,verb
14206,free,B2,verb
14207,guard,B2,verb
14208,identify,B2,verb
14209,ignore,B2,verb
14210,implement,B2,verb
14211,imitate,C1,verb
14212,impose,C1,verb
14213,inspect,C1,verb
14214,force,C2,verb
14215,haul,C2,verb
14216,initiate,C2,verb
14217,hear,A1,verb
14218,hurry,A2,verb
14219,improve,A2,verb
14220,fold,B1,verb
14221,iron,B1,verb
14222,fight,B2,verb
14223,flee,C1,verb
14224,girl,A1,noun
14225,haircut,B1,noun
14226,grown-up,B2,noun
14227,fool,B1,noun
14228,hero,B1,noun
14229,gentleman,B2,noun
14230,idiot,B2,noun
14231,fun,A1,noun
14232,grief,B2,noun
14233,guilt,B2,noun
14234,honesty,B2,noun
14235,horror,B2,noun
14236,hatred,C1,noun
14237,hypocrisy,C2,noun
14238,fear,B1,noun
14239,hope,B1,noun
14240,freedom,B2,noun
14241,honour,B2,noun
14242,hate,A2,verb
14243,interest,B1,verb
14244,fear,B2,verb
14245,impress,B2,verb
14246,inspire,B2,verb
14247,irritate,C1,verb
14248,hope,A2,verb
14249,husband,A1,noun
14250,grandchild,A2,noun
14251,granddaughter,A2,noun
14252,grandfather,A2,noun
14253,grandmother,A2,noun
14254,grandparent,A2,noun
14255,grandson,A2,noun
14256,girlfriend,B1,noun
14257,groom,B1,noun
14258,funeral,B2,noun
14259,gang,B2,noun
14260,game,A2,noun
14261,hobby,A2,noun
14262,final,B1,noun
14263,go,B1,noun
14264,favourite,C2,noun
14265,foul,C2,noun
14266,football,A1,noun
14267,golf,A2,noun
14268,hockey,A2,noun
14269,gymnastics,B1,noun
14270,goods,B1,noun
14271,file,A2,noun
14272,IT,A2,noun
14273,hardware,B1,noun
14274,Google,B2,verb
14275,flight,A2,noun
14276,guest,A2,noun
14277,guidebook,A2,noun
14278,helicopter,A2,noun
14279,ferry,B1,noun
14280,garage,B1,noun
14281,gate,B1,noun
14282,harbour,B1,noun
14283,firm,B1,noun
14284,guard,B1,noun
14285,fisherman,B2,noun
14286,industry,B2,noun
14287,holiday,A1,noun
14288,indifference,C2,noun
14289,inconvenience,C1,noun
14290,interference,C2,noun
14291,intruder,C2,noun
14292,installation,C1,noun
14293,integration,C1,noun
14294,inclusion,C1,noun
14295,inhibition,C2,noun
14296,intrusion,C2,noun
14297,intervention,C2,noun
14298,impossibility,C2,noun
14299,inferiority,C2,noun
14300,insecurity,C2,noun
14301,inequality,C2,noun
14302,inability,C1,noun
14303,import,B2,verb
14304,inferior,C2,noun
14305,influx,C2,noun
14306,input,B2,noun
14307,inaccuracy,C1,noun
14308,injustice,C1,noun
14309,insight,C1,noun
14310,intrude,C2,verb
14311,invade,C2,verb
14312,integrate,C1,verb
14313,inherit,C2,verb
14314,interval,C2,noun
14315,interact,B2,verb
14316,interfere,C1,verb
14317,importance,B1,noun
14318,inheritance,C2,noun
14319,innocence,C1,noun
14320,headteacher,A2,noun
14321,foreigner,B1,noun
14322,hairdresser,B1,noun
14323,hairdryer,B1,noun
14324,gardener,B2,noun
14325,follower,C2,noun
14326,founder,C2,noun
14327,further,C2,verb
14328,gardening,B2,noun
14329,hunting,B2,noun
14330,housing,C1,noun
14331,generation,B2,noun
14332,fraction,C2,noun
14333,imitation,C2,noun
14334,inspiration,C2,noun
14335,institution,C2,noun
14336,foundation,C1,noun
14337,industrialization,C1,noun
14338,implementation,C2,noun
14339,isolation,C2,noun
14340,invention,B1,noun
14341,intention,B2,noun
14342,interruption,B2,noun
14343,investigation,B2,noun
14344,generalization,C1,noun
14345,innovation,C1,noun
14346,hesitation,C2,noun
14347,illustration,C2,noun
14348,inclination,C2,noun
14349,indication,C2,noun
14350,inspection,C2,noun
14351,intuition,C2,noun
14352,invasion,C2,noun
14353,impression,B2,noun
14354,introduction,C1,noun
14355,invitation,C2,noun
14356,guitarist,B1,noun
14357,flexibility,B2,noun
14358,humanity,C2,noun
14359,individuality,C2,noun
14360,intensity,C2,noun
14361,identity,B2,noun
14362,imperative,B2,noun
14363,generalize,C1,verb
14364,investment,B2,noun
14365,harassment,C1,noun
14366,fulfilment,C2,noun
14367,improvement,B1,noun
14368,involvement,B2,noun
14369,friendliness,B2,noun
14370,forgiveness,C2,noun
14371,goodness,C2,noun
14372,homelessness,C2,noun
14373,inspector,B2,noun
14374,inventor,B2,noun
14375,investigator,B2,noun
14376,indicator,C2,noun
14377,hardship,C1,noun
14378,gambling,B2,noun
14379,hotel,A1,noun
14380,hour,A1,noun
14381,folder,A2,noun
14382,friend,A2,noun
14383,housewife,A2,noun
14384,favour,B1,noun
14385,festival,B1,noun
14386,fifth,B1,noun
14387,film-maker,B1,noun
14388,fine,B1,noun
14389,finish,B1,noun
14390,firework,B1,noun
14391,flag,B1,noun
14392,fountain,B1,noun
14393,goal,B1,noun
14394,ground,B1,noun
14395,guide,B1,noun
14396,gun,B1,noun
14397,handkerchief,B1,noun
14398,herb,B1,noun
14399,hit,B1,noun
14400,hole,B1,noun
14401,honeymoon,B1,noun
14402,hostel,B1,noun
14403,infinitive,B1,noun
14404,fault,B2,noun
14405,feature,B2,noun
14406,female,B2,noun
14407,flame,B2,noun
14408,form,B2,noun
14409,gap,B2,noun
14410,grave,B2,noun
14411,hair,B2,noun
14412,hammer,B2,noun
14413,handle,B2,noun
14414,heart,B2,noun
14415,highlight,B2,noun
14416,icon,B2,noun
14417,immigrant,B2,noun
14418,incident,B2,noun
14419,institute,B2,noun
14420,interior,B2,noun
14421,figure,C1,noun
14422,flaw,C1,noun
14423,fleet,C1,noun
14424,footstep,C1,noun
14425,format,C1,noun
14426,formula,C1,noun
14427,function,C1,noun
14428,gadget,C1,noun
14429,gathering,C1,noun
14430,gerund,C1,noun
14431,gesture,C1,noun
14432,giant,C1,noun
14433,gift,C1,noun
14434,glimpse,C1,noun
14435,grill,C1,noun
14436,hazard,C1,noun
14437,heading,C1,noun
14438,historian,C1,noun
14439,home,C1,noun
14440,initiative,C1,noun
14441,instance,C1,noun
14442,feat,C2,noun
14443,filter,C2,noun
14444,fireplace,C2,noun
14445,flash,C2,noun
14446,flood,C2,noun
14447,framework,C2,noun
14448,fringe,C2,noun
14449,frown,C2,noun
14450,gamble,C2,noun
14451,gasp,C2,noun
14452,grin,C2,noun
14453,gulf,C2,noun
14454,head,C2,noun
14455,heir,C2,noun
14456,hierarchy,C2,noun
14457,horizon,C2,noun
14458,horn,C2,noun
14459,host,C2,noun
14460,hostage,C2,noun
14461,hypothesis,C2,noun
14462,idol,C2,noun
14463,image,C2,noun
14464,impulse,C2,noun
14465,individual,C2,noun
14466,instrument,C2,noun
14467,gas,A2,noun
14468,handball,B1,noun
14469,genetics,B2,noun
14470,harm,B2,noun
14471,harmony,B2,noun
14472,heaven,B2,noun
14473,friction,C1,noun
14474,geology,C1,noun
14475,glamour,C1,noun
14476,globalization,C1,noun
14477,glory,C1,noun
14478,greed,C1,noun
14479,hate,C1,noun
14480,hygiene,C1,noun
14481,fever,C2,noun
14482,focus,C2,noun
14483,forgery,C2,noun
14484,fraud,C2,noun
14485,genius,C2,noun
14486,glare,C2,noun
14487,glue,C2,noun
14488,good,C2,noun
14489,grace,C2,noun
14490,heritage,C2,noun
14491,implication,C2,noun
14492,infancy,C2,noun
14493,instruction,C2,noun
14494,February,A1,noun
14495,Friday,A1,noun
14496,hospital,A1,noun
14497,fire,A2,noun
14498,history,A2,noun
14499,fuel,B1,noun
14500,height,B1,noun
14501,fortune,B2,noun
14502,gender,B2,noun
14503,habit,B2,noun
14504,income,B2,noun
14505,fluid,C2,noun
14506,force,C2,noun
14507,fragrance,C2,noun
14508,gain,C2,noun
14509,guarantee,C2,noun
14510,illusion,C2,noun
14511,incentive,C2,noun
14512,instinct,C2,noun
14513,intellect,C2,noun
14514,fumes,C1,noun
14515,grounds,C2,noun
14516,help,B2,noun
14517,flair,C1,noun
14518,flow,C1,noun
14519,hunger,C1,noun
14520,field,C2,noun
14521,film,C2,noun
14522,flavour,C2,noun
14523,glow,C2,noun
14524,grasp,C2,noun
14525,finish,A1,verb
14526,happen,A2,verb
14527,flow,B1,verb
14528,grow,B1,verb
14529,hitchhike,B1,verb
14530,flourish,C2,verb
14531,fluctuate,C2,verb
14532,frown,C2,verb
14533,gasp,C2,verb
14534,gesture,C2,verb
14535,glow,C2,verb
14536,hop,C2,verb
14537,get,A1,verb
14538,hurt,A2,verb
14539,include,A2,verb
14540,fax,B1,verb
14541,find,B1,verb
14542,give,B1,verb
14543,guide,B1,verb
14544,have,B1,verb
14545,hide,B1,verb
14546,injure,B1,verb
14547,install,B1,verb
14548,intend,B1,verb
14549,interview,B1,verb
14550,introduce,B1,verb
14551,finance,B2,verb
14552,fine,B2,verb
14553,fool,B2,verb
14554,frighten,B2,verb
14555,generate,B2,verb
14556,grab,B2,verb
14557,hang,B2,verb
14558,imagine,B2,verb
14559,interrupt,B2,verb
14560,involve,B2,verb
14561,feed,C1,verb
14562,fill,C1,verb
14563,foresee,C1,verb
14564,gather,C1,verb
14565,grasp,C1,verb
14566,group,C1,verb
14567,head,C1,verb
14568,hold,C1,verb
14569,host,C1,verb
14570,illustrate,C1,verb
14571,imprison,C1,verb
14572,indicate,C1,verb
14573,infect,C1,verb
14574,favour,C2,verb
14575,figure,C2,verb
14576,filter,C2,verb
14577,formulate,C2,verb
14578,found,C2,verb
14579,glue,C2,verb
14580,grace,C2,verb
14581,greet,C2,verb
14582,grip,C2,verb
14583,handle,C2,verb
14584,hinder,C2,verb
14585,house,C2,verb
14586,imply,C2,verb
14587,incorporate,C2,verb
14588,incur,C2,verb
14589,invite,C2,verb
14590,film,B1,verb
14591,float,B1,verb
14592,follow,B1,verb
14593,forget,B1,verb
14594,gain,B1,verb
14595,hunt,B1,verb
14596,feature,B2,verb
14597,feel,B2,verb
14598,flood,B2,verb
14599,fly,B2,verb
14600,govern,B2,verb
14601,help,B2,verb
14602,invest,B2,verb
14603,investigate,B2,verb
14604,fit,C1,verb
14605,flash,C2,verb
14606,flatten,C2,verb
14607,gamble,C2,verb
14608,go,C2,verb
14609,hum,C2,verb
14610,indulge,C2,verb
14611,intensify,C2,verb
14612,ghost,B1,noun
14613,god,B2,noun
14614,hell,B2,noun
14615,haunt,B2,verb
14616,impolite,B2,adjective
14617,industrious,C2,adjective
14618,humour,C2,noun
14619,fraudulent,C2,adjective
14620,imperative,C2,adjective
14621,formerly,B2,adverb
14622,foremost,C2,adjective
14623,intent,C2,noun
14624,fun,A2,adjective
14625,heavenly,C1,adjective
14626,fire,B2,verb
14627,incurable,C2,adjective
14628,intolerable,C2,adjective
14629,inseparable,C2,adjective
14630,illegal,B2,adjective
14631,impersonal,C1,adjective
14632,irrational,C2,adjective
14633,insignificant,C1,adjective
14634,intolerant,C2,adjective
14635,inexperienced,B2,adjective
14636,inedible,C1,adjective
14637,irresponsible,B2,adjective
14638,inclusive,C1,adjective
14639,insensitive,C1,adjective
14640,interactive,B2,adjective
14641,illegally,B2,adverb
14642,impatiently,B2,adverb
14643,implicit,C2,adjective
14644,impatient,B2,adjective
14645,immature,C2,adjective
14646,insane,C2,adjective
14647,inadequate,C1,adjective
14648,inferior,C1,adjective
14649,inconsiderate,C2,adjective
14650,inhuman,C2,adjective
14651,innate,C2,adjective
14652,grammatical,C2,adjective
14653,hierarchical,C2,adjective
14654,financial,B1,adjective
14655,global,B2,adjective
14656,hysterical,C1,adjective
14657,hypocritical,C2,adjective
14658,intellectual,C2,adjective
14659,intellectual,C2,noun
14660,industrial,B2,adjective
14661,inhabitant,B2,noun
14662,injured,B2,adjective
14663,flawed,C2,adjective
14664,fried,A2,adjective
14665,grilled,A2,adjective
14666,interested,A2,adjective
14667,frightened,B1,adjective
14668,impressed,B2,adjective
14669,irritated,B2,adjective
14670,gifted,C1,adjective
14671,fluent,B2,adjective
14672,intelligent,B1,adjective
14673,harmful,B2,adjective
14674,grateful,B1,adjective
14675,helpful,B1,adjective
14676,forceful,C2,adjective
14677,graceful,C2,adjective
14678,genetic,C1,adjective
14679,idealistic,C1,adjective
14680,gymnastic,B2,adjective
14681,growing,B2,adjective
14682,intriguing,C2,adjective
14683,freezing,B1,adjective
14684,good-looking,A2,adjective
14685,interesting,A1,adjective
14686,frightening,B1,adjective
14687,irritating,B2,adjective
14688,frustrating,C1,adjective
14689,imagination,B1,noun
14690,foolish,B2,adjective
14691,impressive,B2,adjective
14692,impulsive,C2,adjective
14693,faultless,C2,adjective
14694,flawless,C2,adjective
14695,hopeless,B2,adjective
14696,fearless,C2,adjective
14697,fortunately,B1,adverb
14698,fully,B1,adverb
14699,heavily,B1,adverb
14700,firstly,B2,adverb
14701,fluently,B2,adverb
14702,frankly,B2,adverb
14703,generally,B2,adverb
14704,greatly,B2,adverb
14705,incidentally,C1,adverb
14706,financially,B2,adverb
14707,globally,B2,adverb
14708,foolishly,B2,adverb
14709,furiously,B2,adverb
14710,gently,B2,adverb
14711,honestly,B2,adverb
14712,hopefully,B2,adverb
14713,icily,C2,adverb
14714,intellectually,C2,adverb
14715,government,B1,noun
14716,furious,B2,adjective
14717,faulty,B2,adjective
14718,hungry,A1,adjective
14719,fatty,C1,adjective
14720,foggy,A2,adjective
14721,guilty,B1,adjective
14722,greedy,B2,adjective
14723,icy,B2,adjective
14724,fussy,C2,adjective
14725,ill,A2,adjective
14726,human,B1,adjective
14727,germ,C1,noun
14728,itch,B2,verb
14729,indeed,B1,adverb
14730,furthermore,B2,adverb
14731,hardly,B2,adverb
14732,initial,B1,noun
14733,guideline,C1,noun
14734,inform,B1,verb
14735,issue,C2,verb
14736,horrible,A2,adjective
14737,indoor,A2,adjective
14738,front,B1,adjective
14739,giant,B1,adjective
14740,huge,B1,adjective
14741,ideal,B2,adjective
14742,inaccurate,B2,adjective
14743,inconvenient,B2,adjective
14744,inside,B2,adjective
14745,immense,C1,adjective
14746,feeble,C2,adjective
14747,fluid,C2,adjective
14748,fragrant,C2,adjective
14749,indoors,B1,adverb
14750,fine,B2,adverb
14751,flat,B2,adverb
14752,high,C1,adverb
14753,half,A2,noun
14754,inside,B2,noun
14755,first-floor,B1,adjective
14756,floor,A1,noun
14757,infrastructure,C1,noun
14758,gold,A2,adjective
14759,fine,B1,adjective
14760,frozen,B1,adjective
14761,humid,B1,adjective
14762,green,B2,adjective
14763,fertile,C2,adjective
14764,hunt,C1,noun
14765,harm,B2,verb
14766,handsome,B1,adjective
